"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1790292906160591108","Tue May 14 08:07:45 +0000 2024","0","yang bisa nyanyi bermuara https://t.co/2RcJgb6Twi","1790292906160591108","https://pbs.twimg.com/ext_tw_video_thumb/1790292859566088192/pu/img/0bQHhzEGlZmtUD7n.jpg","","in","👽","0","0","0","https://twitter.com/hablumminalove/status/1790292906160591108","1131104678320562177","hablumminalove"
"1790291433964085498","Tue May 14 08:01:54 +0000 2024","0","tuhh kan sekarang kubaru menyadari knp kisah mereka bermuara dan satu tuju pada akhirnyaa https://t.co/3DrRTvxbdS","1790291433964085498","https://pbs.twimg.com/media/GNhkkJfaQAAivpM.jpg","","in","","0","0","0","https://twitter.com/express253/status/1790291433964085498","1507207081878642689","express253"
"1790284009936986199","Tue May 14 07:32:24 +0000 2024","1","Lagu mahalini dan iky - Bermuara - tuh enak bgt di denger tiap hari empuk suaranyaa","1790284009936986199","","","in","","0","0","0","https://twitter.com/qurrotaayuun/status/1790284009936986199","132519732","qurrotaayuun"
"1790211192042189009","Tue May 14 07:28:02 +0000 2024","10","@tanyakanrl Arab Saudi indah yang kan bermuara di fajar hati","1790282911528411558","","tanyakanrl","in","","0","0","0","https://twitter.com/pegawailangit_/status/1790282911528411558","1458462422","pegawailangit_"
"1790211192042189009","Tue May 14 07:18:42 +0000 2024","0","@tanyakanrl arab saudi indah yang kan bermuara di padang paasir","1790280563016040468","","tanyakanrl","in","","0","0","0","https://twitter.com/Avenger5ky/status/1790280563016040468","1245471704429645824","Avenger5ky"
"1790278202751160820","Tue May 14 07:09:19 +0000 2024","0","Fyp gue org nikah yg pake sound bermuara gimana ini tolong jadi pengen nikah","1790278202751160820","","","in","","0","0","0","https://twitter.com/sweetnessjeon/status/1790278202751160820","1314816316524568576","sweetnessjeon"
"1790273255431155917","Tue May 14 06:49:40 +0000 2024","0","wtr (want to rent) telezoom 18x buat tds 3 dom bandung atau cod venue #wtr #tds3 #bermuara #imaksifest","1790273255431155917","","","in","","0","2","1","https://twitter.com/spitfirekey/status/1790273255431155917","1760698077256761344","spitfirekey"
"1790266810136416356","Tue May 14 06:24:03 +0000 2024","12","siapa yang habis ngedit wintang bermuara langsung dikasih momen sama captainnya? saya kak https://t.co/mdId1IGBkC","1790266810136416356","https://pbs.twimg.com/media/GNhOLRAawAAaMEA.jpg","","in"," arsip →","0","0","1","https://twitter.com/shaakein/status/1790266810136416356","1507035135870652417","shaakein"
"1790266064343015642","Tue May 14 06:21:05 +0000 2024","0","Aaliyah Massaid tak ada habisnya mendapat hujatan dari netizen. Kali ini perkara ia menjadi bridesmaid saat Mahalini dan Rizky Febian menikah. #aaliyahmassaid #bridesmaid #mahalinirizky #mahalini #bermuararizkyfebianmahalini #bermuara https://t.co/0TRZM8l5hm","1790266064343015642","https://pbs.twimg.com/ext_tw_video_thumb/1790265835820617728/pu/img/_EvxaPXtIAmV8og_.jpg","","in","Makassar, Indonesia","0","0","0","https://twitter.com/baca_pesan/status/1790266064343015642","1036441135349002240","baca_pesan"
"1790265593024880932","Tue May 14 06:19:13 +0000 2024","0","edit video bermuara rizky febian (feat. mahalini)","1790265593024880932","","","in","🍥 caratland’s - ꩜ .ᐟ","1","1","0","https://twitter.com/wonwoocn/status/1790265593024880932","1518685774744457217","wonwoocn"
"1790264428317094273","Tue May 14 06:14:35 +0000 2024","0","Arab Saudi indah yang kan bermuara di fajar hati~","1790264428317094273","","","in","","0","0","0","https://twitter.com/nausals/status/1790264428317094273","1402513008467726338","nausals"
"1790261047439643032","Tue May 14 06:01:09 +0000 2024","0"," kasih andai anganku bersuara dia kan bernyanyi ARAB SAUDI indah yang kan bermuara di fajar hati ","1790261047439643032","","","in","","0","0","0","https://twitter.com/CikiJackie/status/1790261047439643032","1638588411924848641","CikiJackie"
"1790024856345415960","Tue May 14 05:58:08 +0000 2024","0","@Souffleure Udah saatnya bermuara dikku","1790260286588596432","","Souffleure","in","rl thingy, dnffwc","0","0","0","https://twitter.com/kanniecantik/status/1790260286588596432","1454712761255022594","kanniecantik"
"1790258255014359203","Tue May 14 05:55:31 +0000 2024","0","@rentfess nya dikencengin juga ini mah sambil ada jail-jail nya juga pastinya kita ketemu lewat @intotheskylie ya kita berMUAra bersama hahaha. https://t.co/s4f9LrIqPd","1790259628712091687","","chocolaateboy","in","10.00 - 22.00","0","0","0","https://twitter.com/chocolaateboy/status/1790259628712091687","1389387778052411392","chocolaateboy"
"1790258541544251423","Tue May 14 05:51:14 +0000 2024","1","Hadirmu ibarat menorehkan semburat warna di hidupku yang datar tak bermakna. Hadirmu menjadi hal serba baru yang ingin terus kucari tahu ke mana akan bermuara dan menemui tuju. Entah bagaimana diri ini dapat mengutarakan pasal bahwa diriku amat beruntung karenamu.","1790258551518331361","","darknpess","in","Save Your Date; @blueynad","0","1","0","https://twitter.com/darknpess/status/1790258551518331361","890542431825010688","darknpess"
