"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1790258226002628731","Tue May 14 05:49:57 +0000 2024","1","arab saudi indah yang kan bermuara di fajar hati","1790258226002628731","","","in","Denpasar, Bali","0","1","0","https://twitter.com/isntextrovert/status/1790258226002628731","1139915833335939072","isntextrovert"
"1790249251748057159","Tue May 14 05:33:34 +0000 2024","0","Rizky Febian dan Mahalini rilis lagu baru menjelang pernikahan mereka yang berjudul Bermuara #Hello #RadikFM","1790254104000036926","","radikfm_ums","in","Lantai 2 Gedung J FKI UMS","0","1","0","https://twitter.com/radikfm_ums/status/1790254104000036926","274500698","radikfm_ums"
"1790238486681010269","Tue May 14 05:06:08 +0000 2024","0","@hellobithaa @__braderhood Jdi ini juga bermuara","1790247198766383495","","hellobithaa","in","","0","0","0","https://twitter.com/PineappleQn/status/1790247198766383495","1352821589570514944","PineappleQn"
"1790239809082216692","Tue May 14 04:36:46 +0000 2024","2","rapsodi indah yang kan bermuara di Madinah~~","1790239809082216692","","","in","","0","0","0","https://twitter.com/JitenshaNoNori/status/1790239809082216692","1595763850594652162","JitenshaNoNori"
"1790211192042189009","Tue May 14 04:24:24 +0000 2024","0","@tanyakanrl Arab Saudi indahnya yg kan bermuara di fajar hati Kelingking kita berjanji jari manis masuk mek","1790236696749195431","","tanyakanrl","in","B +62, Planet C-53, Earth-1218","0","0","0","https://twitter.com/txtdrkekes/status/1790236696749195431","599857567","txtdrkekes"
"1789533587869745511","Tue May 14 04:16:50 +0000 2024","0","@sluttyrx kayanya gara² lagu bermuara.","1790234793395060982","","sluttyrx","in","Palestine ","0","0","0","https://twitter.com/jurnalhariansay/status/1790234793395060982","1285162088","jurnalhariansay"
"1790234398434193831","Tue May 14 04:15:16 +0000 2024","0","bermuara candu bgtt bagian reffnya","1790234398434193831","","","in","","0","0","0","https://twitter.com/cecepkasep00/status/1790234398434193831","1538843058825236480","cecepkasep00"
"1790211192042189009","Tue May 14 04:02:47 +0000 2024","0","@tanyakanrl Arab saudi indah yang kan bermuara di fajar hati","1790231258364346480","","tanyakanrl","in","","0","0","0","https://twitter.com/zorionjf/status/1790231258364346480","847329491705765894","zorionjf"
"1790230715101249745","Tue May 14 04:00:38 +0000 2024","0","Playing Bermuara 9999+++","1790230715101249745","","","in","","0","0","0","https://twitter.com/justindisini/status/1790230715101249745","1119475971373948928","justindisini"
"1790211192042189009","Tue May 14 03:44:36 +0000 2024","250","@tanyakanrl Arab saudi indah yang kan bermuara di fajar hati","1790226681787207930","","tanyakanrl","in","Indonesia","0","4","0","https://twitter.com/Depa_29/status/1790226681787207930","1291307925391044608","Depa_29"
"1790224099756978663","Tue May 14 03:34:20 +0000 2024","6","HAPPY WEDDING MAHALINI DAN RIZKY FEBIAN! Selamat cintanya sudah BeRMuara Ada yang bikin salfok di nikahan Mahalini dan Rizky Febian!! Yaitu para bridesmaid yang cantik cantik ini. Kepoin detail makeupnya yuk! https://t.co/FqDaElo9zO","1790224099756978663","https://pbs.twimg.com/media/GNgnU-tagAAF-kw.jpg","","in","Jakarta, Indonesia","0","1","0","https://twitter.com/femaledaily/status/1790224099756978663","16157047","femaledaily"
"1790221786187264240","Tue May 14 03:25:09 +0000 2024","0","Lirik dan Makna Lagu 'Bermuara' Single Terbaru Rizky Febian dan Mahalini https://t.co/ZU3o5K8GgB","1790221786187264240","","","in","","0","0","0","https://twitter.com/KebumenTalk/status/1790221786187264240","1321505186884411392","KebumenTalk"
"1790220858210017339","Tue May 14 03:21:27 +0000 2024","0","arab saudi indahnya kan bermuara","1790220858210017339","","","in","","0","0","0","https://twitter.com/_yantooo/status/1790220858210017339","1299507767170928641","_yantooo"
"1790209710114897990","Tue May 14 02:37:10 +0000 2024","0","gue setiap denger lagu bermuara jadi pengen nikah ","1790209710114897990","","","in","","0","0","0","https://twitter.com/malysverse/status/1790209710114897990","1333782982998429697","malysverse"
"1790208438578119036","Tue May 14 02:32:06 +0000 2024","0","gw tiba tiba pengen nikah sama tae abis dengerin lagu Bermuara ","1790208438578119036","","","in","","0","3","0","https://twitter.com/moonysmee/status/1790208438578119036","1391194774611189763","moonysmee"
"1790205163363545494","Tue May 14 02:19:06 +0000 2024","0","sayang perjalanan kita kan berlayar berlabuh ditujuan yang sama bermuara dikeabadian","1790205163363545494","","","in","ekon susuku (suka-suka aku)","0","0","0","https://twitter.com/taetobeli/status/1790205163363545494","1415929365938917376","taetobeli"
"1789480592582832490","Tue May 14 02:17:38 +0000 2024","1","@rudye3762 @RefublikAteis @Agus_609 itulah yang namanya penyebab utama semua pasti bermuara ke TUHAN Yang Maha Kuasa.","1790204795225325911","","rudye3762","in","","0","0","0","https://twitter.com/nista_sand91831/status/1790204795225325911","1727876320926023680","nista_sand91831"
"1790201661719540108","Tue May 14 02:05:11 +0000 2024","2","Dengerin lagu iky lini bermuara hawanya pengen nikah sekarang juga !","1790201661719540108","","","in","Kota Kediri","0","3","0","https://twitter.com/sntkrnsr/status/1790201661719540108","796796310426787840","sntkrnsr"
"1790024856345415960","Tue May 14 01:43:45 +0000 2024","0","@Smitheteens WKWKWKW SIAP NYANYI BERMUARA ON LOOP","1790196269136450034","","Smitheteens","in","rl thingy, dnffwc","0","0","0","https://twitter.com/kanniecantik/status/1790196269136450034","1454712761255022594","kanniecantik"
"1790188499825827876","Tue May 14 01:12:53 +0000 2024","0","SIAPA YANG MENCIPTAKAN LAGU BERMUARA INI????!!! TANGGUNG JAWAB AKU NANGIS TERUS KET WINGI","1790188499825827876","","","in","","0","0","0","https://twitter.com/cecebebby/status/1790188499825827876","760827228","cecebebby"
"1790186188403560699","Tue May 14 01:03:42 +0000 2024","0","mau bikin bermuara tmk's version","1790186188403560699","","","in","","0","0","0","https://twitter.com/kongjirou/status/1790186188403560699","1465548315202777090","kongjirou"
"1790175883074195585","Tue May 14 00:22:45 +0000 2024","1","Bermuara Rizky Mahalini candu bgt aww ","1790175883074195585","","","in","Kendal, Indonesia","1","0","0","https://twitter.com/teivrorjdvro/status/1790175883074195585","1005685604833619969","teivrorjdvro"
"1790125463924351108","Tue May 14 00:20:57 +0000 2024","0","@SEJEONGkkum SUBUH BANGET NUNA HAHAHAHA req. mahalini + iki bermuara Rizky fabian - hingga tua bersama","1790175433755123929","","SEJEONGkkum","in","BIGDREAMca","0","0","1","https://twitter.com/JAKEkkum/status/1790175433755123929","1419638084988063744","JAKEkkum"
"1790057759850783025","Mon May 13 16:33:22 +0000 2024","0","IH BERMUARA BAGUS","1790057759850783025","","","in","bakery","0","0","0","https://twitter.com/ruemanof/status/1790057759850783025","1545717531880886272","ruemanof"
"1787556732300140809","Mon May 13 16:29:31 +0000 2024","0","️ ️️ ️ Nona tak tahu harus bereaksi bagaimana ketika seharusnya ia jadi satu-satunya yang berhak bersuara. Hal-hal buruk kini bermuara. Gusar dan gentar menjelma gemetar apalagi kala karantala Sahir sampai dengan kurang ajar. ️️ ️ ️ ️️ ️","1790056793999040819","","Kasatbandiah","in","MISSCHIEN, 2003? | PG 18+","0","1","0","https://twitter.com/Kasatbandiah/status/1790056793999040819","708879944995184640","Kasatbandiah"
"1790056057563230666","Mon May 13 16:26:36 +0000 2024","0","bub kita bisa bermuara juga kok. insyaallah","1790056057563230666","","","in","Kota Tangerang, Banten","0","0","0","https://twitter.com/vantesaga/status/1790056057563230666","1079336832037355520","vantesaga"
"1790055383320461507","Mon May 13 16:23:55 +0000 2024","0","ak jd suka dengerin bermuara ","1790055383320461507","","","in","dnf","0","1","0","https://twitter.com/mrcedeez/status/1790055383320461507","1548505036669722624","mrcedeez"
"1790055221223191020","Mon May 13 16:23:17 +0000 2024","0","perasaan gw doang atau lagu2 indonesia yg released jaman sekarang lg banyak yg bernuansa gitar akustik tanpa drum? 1 contoh: Rizky Febian &amp; Mahalini - Bermuara","1790055221223191020","","","in","In Your Atmosphere","0","0","0","https://twitter.com/kannyaarsyita/status/1790055221223191020","103277651","kannyaarsyita"
"1790054892255482256","Mon May 13 16:21:58 +0000 2024","0","Rizky mahalini bermuara versi kedua https://t.co/2TNnT8t4Rz","1790054892255482256","https://pbs.twimg.com/ext_tw_video_thumb/1790054678946074624/pu/img/EvfR2f7Usao05sg6.jpg","","in","","0","0","0","https://twitter.com/rebecandyap/status/1790054892255482256","1117528672225779712","rebecandyap"
"1790048892664320464","Mon May 13 15:58:08 +0000 2024","0","Nungguin nadin amizah cover bermuara sih gila kacau dunia apotek tutup","1790048892664320464","","","in","","0","0","0","https://twitter.com/crunchoux/status/1790048892664320464","1272410714762665985","crunchoux"
"1790047927064211738","Mon May 13 15:54:17 +0000 2024","2","Happy Wedding for favorit couple Mahalini dan Rizky Febian and congratulation karena lagu Bermuara menempati top chart Superhits minggu ini dan disusul oleh Eclat ft Luqman dengan Menanti yang menempati posisi kedua https://t.co/ef4YTaCTn1","1790047927064211738","https://pbs.twimg.com/ext_tw_video_thumb/1790047736232067072/pu/img/xEDnsarU1sxhb9ol.jpg","","in","Kota Sukabumi","1","0","0","https://twitter.com/swaraperintis/status/1790047927064211738","943470697308831744","swaraperintis"
